City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,huarmey,-10.0681,-78.1522,27.46,71,96,3.62,PE,1680547336
365,saravan,39.7196,45.6483,5.99,76,100,1.2,AM,1680547477
366,bandiagara,14.3501,-3.6104,31.61,7,66,5.24,ML,1680547483
367,bonga,7.2833,36.2333,15.97,96,57,0.91,ET,1680547484
368,avera,33.194,-82.5271,17.73,67,100,2.16,US,1680547316
369,broome,42.2506,-75.833,17.52,38,0,8.94,US,1680547148
370,muyezerskiy,63.9333,31.65,-12.63,99,39,1.65,RU,1680547488
371,amapa,1.0,-52.0,28.82,60,100,2.21,BR,1680547415
372,vao,-22.6667,167.4833,25.43,82,45,4.94,NC,1680547490
373,bam,29.106,58.357,18.9,11,0,1.84,IR,1680547491
374,adrar,20.5022,-10.0711,26.97,6,0,1.17,MR,1680547211
375,bakel,14.905,-12.4568,35.79,5,1,3.37,SN,1680547269
376,tucuma,-0.1833,-50.05,28.85,65,94,2.77,BR,1680547225
377,reserva,-24.6503,-50.8506,25.64,44,3,1.56,BR,1680547496
378,guanica,17.9716,-66.908,29.99,68,15,6.97,PR,1680547497
379,sitka,57.0531,-135.33,2.94,75,20,1.54,US,1680547281
380,tomatlan,19.9333,-105.25,31.72,42,19,5.82,MX,1680547499
381,quatre cocos,-20.2078,57.7625,26.16,80,100,4.07,MU,1680547501
382,cockburn town,21.4612,-71.1419,27.98,61,40,5.14,TC,1680547279
383,rocha,-34.4833,-54.3333,17.94,80,100,0.93,UY,1680547503
384,kavaratti,10.5669,72.642,28.07,68,16,4.87,IN,1680547504
385,gazli,40.1333,63.45,12.5,62,3,2.87,UZ,1680547506
386,inhambane,-23.865,35.3833,25.0,73,0,3.81,MZ,1680547507
387,sembakung,3.8167,117.25,21.94,98,97,0.85,ID,1680547509
388,pitimbu,-7.4706,-34.8086,30.33,73,21,6.35,BR,1680547236
389,boyuibe,-20.4167,-63.2833,31.86,35,56,5.38,BO,1680547513
390,srednekolymsk,67.45,153.6833,-26.18,97,99,1.7,RU,1680547515
391,gbarnga,6.9956,-9.4722,27.33,69,100,2.26,LR,1680547516
392,bahir dar,11.5936,37.3908,23.91,26,13,4.87,ET,1680547517
393,toppenish,46.3774,-120.3087,9.84,37,60,3.38,US,1680547256
394,starychi,49.98,23.5585,-0.82,94,100,2.29,UA,1680547519
395,colac,-38.3333,143.5833,13.43,93,58,0.8,AU,1680547521
396,namtsy,62.7161,129.6658,-12.12,96,100,2.11,RU,1680547522
397,aksarka,66.5606,67.7975,-20.67,95,7,4.59,RU,1680547523
398,paka,4.6374,103.4368,23.54,100,86,0.0,MY,1680547524
399,bulgan,48.8125,103.5347,-11.44,75,0,2.05,MN,1680547525
400,bulnes,-36.7423,-72.2985,24.42,16,0,4.66,CL,1680547526
401,tezu,27.9167,96.1667,16.96,75,99,1.95,IN,1680547528
402,pirgos,35.1167,25.7178,15.91,84,100,1.68,GR,1680547529
403,hofn,64.2539,-15.2082,8.01,93,100,10.29,IS,1680547530
404,papenburg,53.0667,7.4,6.22,71,20,1.79,DE,1680547531
405,boddam,57.4667,-1.7833,5.8,84,16,10.39,GB,1680547534
406,kelme,55.6339,22.9342,-0.99,62,69,4.92,LT,1680547536
407,davila,18.4726,120.5763,24.99,80,7,4.7,PH,1680547537
408,murud,18.3258,72.965,24.51,77,5,1.55,IN,1680547538
409,qaqortoq,60.7167,-46.0333,2.88,88,100,2.27,GL,1680547539
410,jalu,29.0331,21.5482,20.88,31,0,6.17,LY,1680547299
411,groningen,53.25,6.75,5.64,68,10,4.63,NL,1680547542
412,viransehir,37.2353,39.7631,12.37,79,48,1.18,TR,1680547543
413,kuytun,54.3419,101.5036,-4.66,85,99,3.8,RU,1680547308
414,saint-francois,46.4154,3.9054,6.69,76,100,4.12,FR,1680547550
415,naze,28.3667,129.4833,17.51,61,100,9.02,JP,1680547552
416,tazmalt,36.3868,4.3989,10.32,79,1,2.25,DZ,1680547553
417,salamiyah,35.0113,37.0532,17.15,41,99,3.71,SY,1680547554
418,valleyview,55.0667,-117.2859,1.02,60,48,2.06,CA,1680547507
419,tilichiki,60.4667,166.1,-12.09,95,100,4.71,RU,1680547557
420,gravdal,68.1214,13.5031,3.94,75,40,5.66,NO,1680547558
421,anchorage,61.2181,-149.9003,0.91,60,0,2.57,US,1680547449
422,alihe,50.5667,123.7167,-3.59,40,1,5.4,CN,1680547560
423,lubumbashi,-11.6609,27.4794,17.34,96,100,1.7,CD,1680547562
424,andenes,69.3143,16.1194,2.99,81,75,10.29,NO,1680547563
425,siguiri,11.6667,-9.5,32.77,8,0,1.22,GN,1680547565
426,shingu,33.7333,135.9833,13.14,78,100,1.31,JP,1680547566
427,nelidovo,56.2211,32.7774,0.5,98,100,2.24,RU,1680547567
428,coquimbo,-29.9533,-71.3436,16.85,88,75,5.66,CL,1680547451
429,cam ranh,11.9214,109.1591,26.98,83,20,1.54,VN,1680547569
430,kysyl-syr,63.8986,122.7617,-11.16,98,100,0.66,RU,1680547570
431,castelnau-le-lez,43.6333,3.9,13.73,40,0,7.2,FR,1680547572
432,pizarro,4.9533,-77.366,28.48,75,71,3.33,CO,1680547573
433,vestmannaeyjar,63.4427,-20.2734,8.55,93,100,14.92,IS,1680547574
434,sechura,-5.5569,-80.8222,29.11,67,100,4.57,PE,1680547575
435,karratha,-20.7377,116.8463,27.91,75,10,4.53,AU,1680547576
436,lima,-12.0432,-77.0282,29.14,51,0,6.17,PE,1680547081
437,acapulco,16.8634,-99.8901,29.9,58,40,2.06,MX,1680547325
438,mtama,-10.3,39.3667,22.79,97,100,0.73,TZ,1680547580
439,colborne,44.0001,-77.8828,13.56,78,100,6.05,CA,1680547581
440,takoradi,4.8845,-1.7554,27.6,78,93,4.33,GH,1680547582
441,baiao,-2.7906,-49.6717,26.65,83,92,1.08,BR,1680547583
442,bratsk,56.1325,101.6142,-4.73,85,100,5.69,RU,1680547585
443,solwezi,-12.1688,26.3894,16.87,97,98,1.53,ZM,1680547586
444,arman,59.7,150.1667,-17.44,86,16,3.22,RU,1680547587
445,surskoye,54.4821,46.7214,9.02,54,100,2.0,RU,1680547588
446,klaksvik,62.2266,-6.589,8.51,89,100,10.7,FO,1680547589
447,columbus,39.9612,-82.9988,17.12,63,100,4.12,US,1680547372
448,strzelce krajenskie,52.8773,15.5298,3.54,67,15,5.01,PL,1680547592
449,mahenge,-8.6833,36.7167,18.34,92,67,0.87,TZ,1680547593
450,shimoda,34.6667,138.95,10.47,65,0,4.54,JP,1680547594
451,murgab,37.4966,61.9714,10.93,82,75,8.23,TM,1680547595
452,banamba,13.55,-7.45,32.39,6,0,3.96,ML,1680547597
453,the valley,18.217,-63.0578,28.92,61,20,7.72,AI,1680547598
454,jalesar,27.4833,78.3167,25.36,31,0,2.25,IN,1680547599
455,slavsk,55.0425,21.677,-1.11,61,5,3.57,RU,1680547601
456,minab,27.1467,57.0801,21.34,57,0,1.95,IR,1680547602
457,yarmouth,41.7057,-70.2286,10.54,55,0,7.2,US,1680547603
458,tevriz,57.509,72.4042,-2.51,97,97,1.31,RU,1680547604
459,emerald,-23.5333,148.1667,19.08,89,9,3.17,AU,1680547606
460,manbij,36.5281,37.9549,15.1,56,10,2.54,SY,1680547607
461,murwillumbah,-28.3167,153.4,19.99,94,75,4.12,AU,1680547608
462,innisfail,-17.5333,146.0333,22.32,91,48,1.85,AU,1680547609
463,tommot,58.9564,126.2925,-9.24,93,100,4.33,RU,1680547615
464,peque,7.0212,-75.9093,26.13,71,100,0.51,CO,1680547617
465,gazanjyk,39.2446,55.5154,10.71,58,99,3.51,TM,1680547619
466,buala,-8.145,159.5921,26.53,84,99,2.78,SB,1680547620
467,manokwari,-0.8667,134.0833,25.29,82,100,1.06,ID,1680547621
468,duncan,34.5023,-97.9578,27.43,31,0,6.17,US,1680547507
469,evensk,61.95,159.2333,-19.2,75,59,4.48,RU,1680547623
470,zhigansk,66.7697,123.3711,-11.03,96,99,5.26,RU,1680547588
471,altay,47.8667,88.1167,-5.79,41,0,3.15,CN,1680547626
472,sitia,35.2,26.0986,16.37,84,73,3.15,GR,1680547628
473,hambantota,6.1241,81.1185,26.19,100,40,1.54,LK,1680547629
474,bowen,-20.0167,148.2333,23.66,92,97,3.42,AU,1680547631
475,maloma,15.1135,120.0639,25.01,78,86,2.25,PH,1680547632
476,west bay,19.3667,-81.4167,29.04,61,20,5.14,KY,1680547633
477,port macquarie,-31.4333,152.9167,15.5,93,21,2.63,AU,1680547635
478,bengkulu,-3.8004,102.2655,23.77,91,100,2.26,ID,1680547636
479,sumbawanga,-7.9667,31.6167,18.89,88,75,0.0,TZ,1680547637
480,belmonte,-15.8631,-38.8828,27.09,71,40,5.09,BR,1680547640
481,lagoa,39.05,-27.9833,14.5,71,100,6.16,PT,1680547641
482,torbay,47.6666,-52.7314,0.88,72,75,10.29,CA,1680547642
483,halifax,44.6453,-63.5724,9.27,41,40,8.75,CA,1680547418
484,carai,-17.1889,-41.6947,24.44,61,100,3.14,BR,1680547645
485,izumo,35.3667,132.7667,5.97,65,100,3.36,JP,1680547647
486,porto novo,6.4965,2.6036,29.9,76,100,4.62,BJ,1680547438
487,najran,17.4924,44.1277,21.36,36,17,4.84,SA,1680547650
488,tete,-16.1564,33.5867,24.05,83,20,2.24,MZ,1680547652
489,miyang,24.4042,103.4428,15.54,56,5,2.75,CN,1680547653
490,bilibino,68.0546,166.4372,-32.97,99,37,1.59,RU,1680547654
491,teya,60.3778,92.6267,-4.2,90,85,3.1,RU,1680547655
492,isiro,2.7739,27.616,18.94,98,66,1.88,CD,1680547657
493,jiayuguan,39.8167,98.3,2.41,45,100,5.6,CN,1680547658
494,puerto escondido,15.85,-97.0667,31.46,70,0,4.12,MX,1680547659
495,lerwick,60.1545,-1.1494,7.0,77,42,8.99,GB,1680547660
496,burnie,-41.0667,145.9167,9.41,98,100,2.1,AU,1680547661
497,parintins,-2.6283,-56.7358,30.18,64,46,1.49,BR,1680547663
498,pogar,52.554,33.2591,6.96,89,99,4.23,RU,1680547664
499,bundaberg,-24.85,152.35,18.45,98,40,0.89,AU,1680547665
500,chifeng,42.2683,118.9636,2.61,80,100,4.38,CN,1680547666
501,bukachacha,52.9833,116.9167,-11.51,74,13,2.54,RU,1680547667
502,barkot,30.8167,78.2,10.82,78,0,2.34,IN,1680547668
503,guaratuba,-25.8828,-48.5747,28.97,63,0,4.15,BR,1680547670
504,sakakah,29.9697,40.2064,20.76,16,0,3.44,SA,1680547671
505,alice springs,-23.7,133.8833,16.75,94,75,2.06,AU,1680547428
506,batticaloa,7.7102,81.6924,26.69,79,0,3.38,LK,1680547673
507,bolu,40.6667,31.5833,11.38,66,100,2.87,TR,1680547674
508,banda aceh,5.5577,95.3222,25.65,82,100,0.98,ID,1680547675
509,sevsk,52.1491,34.4926,8.54,72,100,2.7,RU,1680547678
510,port hedland,-20.3167,118.5667,27.03,83,11,0.0,AU,1680547684
511,shetpe,44.1667,52.1167,9.68,64,100,2.62,KZ,1680547685
512,huaiyin,33.5886,119.0192,14.0,94,100,7.05,CN,1680547686
513,narasannapeta,18.4167,84.05,26.65,88,31,3.15,IN,1680547688
514,iskateley,67.6803,53.1512,-14.1,95,9,3.48,RU,1680547689
515,chalons-en-champagne,48.9539,4.3672,7.57,78,4,4.1,FR,1680547691
516,kommunisticheskiy,61.6789,64.4819,-2.67,96,100,4.2,RU,1680547692
517,caraquet,47.7941,-64.9386,1.3,87,86,2.61,CA,1680547507
518,mecca,21.4267,39.8261,25.04,36,93,1.67,SA,1680547478
519,sinnamary,5.3833,-52.95,27.61,65,34,4.26,GF,1680547696
520,jining,35.405,116.5814,11.52,92,100,4.94,CN,1680547698
521,novobureyskiy,49.798,129.8774,0.55,43,88,7.0,RU,1680547703
522,kamenz,51.268,14.0937,2.87,68,96,2.37,DE,1680547704
523,tagab,34.855,69.6492,10.99,83,100,1.02,AF,1680547705
524,katobu,-4.9408,122.5276,23.23,94,100,0.28,ID,1680547706
525,yining,29.0361,114.5636,19.98,99,100,1.72,CN,1680547707
526,champasak,14.75,106.0,24.43,68,42,1.17,LA,1680547709
527,alpena,45.0617,-83.4327,13.18,34,0,5.81,US,1680547570
528,inta,66.0317,60.1659,-18.1,93,5,2.49,RU,1680547711
529,bronnoysund,65.4625,12.1997,4.0,87,75,4.12,NO,1680547712
530,salumbar,24.1333,74.05,26.13,30,7,2.5,IN,1680547714
531,vinderup,56.4752,8.7908,5.23,71,100,1.39,DK,1680547447
532,dinghai,26.2847,119.7936,16.51,85,99,4.17,CN,1680547718
533,contai,21.7786,87.7536,25.96,85,0,4.26,IN,1680547719
534,synya,65.3718,58.0387,-15.72,91,5,1.93,RU,1680547720
535,george,-33.963,22.4617,15.75,88,75,2.57,ZA,1680547721
536,imbituba,-28.24,-48.6703,24.48,64,0,6.04,BR,1680547722
537,stornoway,58.2093,-6.3865,9.4,69,20,11.32,GB,1680547724
538,christchurch,-43.5333,172.6333,7.75,91,100,0.51,NZ,1680547507
539,port-gentil,-0.7193,8.7815,27.16,80,100,3.46,GA,1680547726
540,samfya,-11.3649,29.5565,19.79,87,65,2.58,ZM,1680547727
541,powell river,49.8496,-124.5361,9.0,75,75,3.09,CA,1680547484
542,tromso,69.6496,18.957,2.01,87,100,10.29,NO,1680547731
543,gat,31.61,34.7642,22.44,40,0,1.87,IL,1680547680
544,mandera,3.9366,41.867,31.15,48,5,0.96,KE,1680547733
545,american fork,40.3769,-111.7958,3.66,84,100,7.2,US,1680547507
546,yambio,4.5721,28.3955,23.24,64,93,2.3,SS,1680547736
547,muisne,0.6,-80.0333,28.36,73,51,3.1,EC,1680547737
548,erzin,36.9559,36.2,15.63,67,26,2.67,TR,1680547738
549,kantang,7.4054,99.5156,25.2,81,100,0.42,TH,1680547739
550,chase,50.8165,-119.6857,7.82,69,100,1.36,CA,1680547740
551,camopi,3.1655,-52.3158,28.26,69,80,1.9,GF,1680547742
552,nurota,40.5614,65.6886,12.12,72,61,0.51,UZ,1680547743
553,gillette,44.2911,-105.5022,3.39,45,75,1.79,US,1680547744
554,sabang,5.8933,95.3214,27.44,74,98,0.8,ID,1680547745
555,severnyy,50.677,36.5532,7.02,100,100,2.0,RU,1680547746
556,olonets,60.9847,32.9698,-2.49,87,83,4.68,RU,1680547753
557,beihai,21.4833,109.1,23.42,92,0,2.94,CN,1680547755
